filename,label
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_648.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_362.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_26.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_274.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_823.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_258.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_21.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_196.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_345.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_694.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_585.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_702.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_880.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_192.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_594.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_773.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_663.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_244.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_147.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_171.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_06.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_609.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_127.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_477.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_409.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_164.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_814.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_410.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_465.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_478.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_214.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_151.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_760.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_590.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_395.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_685.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_98.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_117.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_899.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_234.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_479.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_340.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_856.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_515.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_235.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_727.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_303.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_802.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_371.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_434.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_893.jpg,flowering
/kaggle/input/tomato-plant-dataset/Data/Flowering/flowering_31.jpg,flowering
